product_key,product_name,total_quantity,initial_stock,reorder_point,current_stock,inventory_turnover,days_inventory_outstanding
431,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",21,504,126.0,483,0.041666666666666664,8760.0
432,Hoover Upright Vacuum With Dirt Cup,31,1626,406.5,1595,0.019065190651906518,19144.83870967742
433,Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,4,1719,429.75,1715,0.002326934264107039,156858.75
434,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",31,1273,318.25,1242,0.024351924587588374,14988.548387096775
435,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,3,1376,344.0,1373,0.002180232558139535,167413.33333333334
436,Fellowes Advanced Computer Series Surge Protectors,15,1491,372.75,1476,0.01006036217303823,36281.0
437,Fellowes Command Center 5-outlet power strip,15,1383,345.75,1368,0.010845986984815618,33653.0
438,Belkin F5C206VTEL 6 Outlet Surge,22,1873,468.25,1851,0.011745862253069941,31074.772727272728
439,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,6,546,136.5,540,0.01098901098901099,33215.0
440,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,40,1366,341.5,1326,0.029282576866764276,12464.75
441,Holmes 99% HEPA Air Purifier,17,1322,330.5,1305,0.012859304084720122,28384.11764705882
442,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,25,1435,358.75,1410,0.017421602787456445,20951.0
443,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,14,1155,288.75,1141,0.012121212121212121,30112.5
444,"Eureka Hand Vacuum, Bagless",4,768,192.0,764,0.005208333333333333,70080.0
445,Eureka Sanitaire  Commercial Upright,12,869,217.25,857,0.01380897583429229,26432.083333333336
446,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",12,1135,283.75,1123,0.010572687224669603,34522.91666666667
447,Belkin 7-Outlet SurgeMaster Home Series,10,1629,407.25,1619,0.006138735420503376,59458.5
448,Acco 6 Outlet Guardian Standard Surge Suppressor,15,1156,289.0,1141,0.012975778546712802,28129.333333333336
449,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,22,619,154.75,597,0.035541195476575124,10269.772727272726
450,Hoover WindTunnel Plus Canister Vacuum,9,1330,332.5,1321,0.006766917293233083,53938.88888888889
451,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",29,1581,395.25,1552,0.018342820999367487,19898.79310344828
452,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,8,1869,467.25,1861,0.004280363830925628,85273.125
453,Euro-Pro Shark Turbo Vacuum,24,1240,310.0,1216,0.01935483870967742,18858.333333333332
454,Hoover Shoulder Vac Commercial Portable Vacuum,16,1997,499.25,1981,0.00801201802704056,45556.56250000001
455,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,10,616,154.0,606,0.016233766233766232,22484.000000000004
456,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",3,1290,322.5,1287,0.002325581395348837,156950.0
457,"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",5,1650,412.5,1645,0.0030303030303030303,120450.0
458,Belkin 6 Outlet Metallic Surge Strip,29,1916,479.0,1887,0.015135699373695199,24115.1724137931
459,Bionaire 99.97% HEPA Air Cleaner,16,1512,378.0,1496,0.010582010582010581,34492.5
460,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",18,1581,395.25,1563,0.011385199240986717,32059.166666666668
461,Kensington 6 Outlet SmartSocket Surge Protector,6,1133,283.25,1127,0.00529567519858782,68924.16666666666
462,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,9,1012,253.0,1003,0.008893280632411068,41042.22222222222
463,Staple holder,22,1301,325.25,1279,0.016910069177555727,21584.772727272728
464,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",12,1619,404.75,1607,0.0074119827053736875,49244.583333333336
465,Kensington 4 Outlet MasterPiece Compact Power Control Center,36,1641,410.25,1605,0.021937842778793418,16637.916666666668
466,Kensington 6 Outlet Guardian Standard Surge Protector,20,1059,264.75,1039,0.018885741265344664,19326.75
467,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",13,987,246.75,974,0.013171225937183385,27711.923076923074
468,"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",5,1760,440.0,1755,0.002840909090909091,128480.0
469,Fellowes Superior 10 Outlet Split Surge Protector,30,1396,349.0,1366,0.02148997134670487,16984.666666666668
470,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",18,1795,448.75,1777,0.010027855153203343,36398.61111111111
471,Acco 6 Outlet Guardian Premium Surge Suppressor,35,1712,428.0,1677,0.02044392523364486,17853.714285714286
472,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,18,1203,300.75,1185,0.014962593516209476,24394.166666666668
473,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,14,1970,492.5,1956,0.007106598984771574,51360.71428571428
474,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",29,1080,270.0,1051,0.026851851851851852,13593.103448275862
475,Newell 314,24,1289,322.25,1265,0.018619084561675717,19603.541666666668
476,Newell 321,22,1360,340.0,1338,0.016176470588235296,22563.63636363636
477,Newell 336,18,746,186.5,728,0.024128686327077747,15127.222222222223
478,Newell 318,23,1599,399.75,1576,0.014383989993746092,25375.434782608692
479,Newell 328,13,653,163.25,640,0.019908116385911178,18334.23076923077
480,"Dixon Ticonderoga Maple Cedar Pencil, #2",8,1958,489.5,1950,0.0040858018386108275,89333.75
481,Design Ebony Sketching Pencil,11,1496,374.0,1485,0.007352941176470588,49640.0
482,"Hunt PowerHouse Electric Pencil Sharpener, Blue",44,1609,402.25,1565,0.027346177750155375,13347.386363636364
483,Newell Chalk Holder,21,1196,299.0,1175,0.017558528428093644,20787.61904761905
484,Boston 16701 Slimline Battery Pencil Sharpener,6,1808,452.0,1802,0.00331858407079646,109986.66666666667
485,Pencil and Crayon Sharpener,16,1743,435.75,1727,0.009179575444635685,39762.18750000001
486,Sanford Pocket Accent Highlighters,14,1592,398.0,1578,0.008793969849246231,41505.71428571428
487,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",8,1570,392.5,1562,0.005095541401273885,71631.25
488,"Boston Model 1800 Electric Pencil Sharpener, Gray",15,1508,377.0,1493,0.009946949602122016,36694.66666666667
489,Newell 345,26,593,148.25,567,0.04384485666104553,8324.807692307691
490,Barrel Sharpener,19,1457,364.25,1438,0.013040494166094716,27989.736842105263
491,Newell 320,23,1511,377.75,1488,0.015221707478491065,23978.91304347826
492,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",22,952,238.0,930,0.023109243697478993,15794.545454545454
493,Newell 324,23,1727,431.75,1704,0.013317892298784018,27406.739130434784
494,DIXON Ticonderoga Erasable Checking Pencils,20,1411,352.75,1391,0.014174344436569808,25750.75
495,Col-Erase Pencils with Erasers,7,717,179.25,710,0.009762900976290097,37386.42857142857
496,Manco Dry-Lighter Erasable Highlighter,30,973,243.25,943,0.030832476875642344,11838.166666666666
497,Newell 307,12,931,232.75,919,0.01288936627282492,28317.916666666664
498,Newell 329,8,840,210.0,832,0.009523809523809525,38325.0
499,Boston 16765 Mini Stand Up Battery Pencil Sharpener,10,1050,262.5,1040,0.009523809523809525,38325.0
500,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",13,1812,453.0,1799,0.00717439293598234,50875.38461538462
501,Newell 343,24,1777,444.25,1753,0.013505908835115363,27025.208333333332
502,SANFORD Liquid Accent Tank-Style Highlighters,5,856,214.0,851,0.005841121495327103,62488.0
503,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",14,522,130.5,508,0.02681992337164751,13609.285714285714
504,"BOSTON Ranger #55 Pencil Sharpener, Black",27,1021,255.25,994,0.02644466209598433,13802.407407407407
505,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",5,1623,405.75,1618,0.0030807147258163892,118479.0
506,"Quartet Alpha White Chalk, 12/Pack",8,1301,325.25,1293,0.006149116064565719,59358.125
507,"Sanford Colorific Colored Pencils, 12/Box",30,1703,425.75,1673,0.017615971814445096,20719.833333333336
508,Staples in misc. colors,8,1746,436.5,1738,0.004581901489117984,79661.25
509,Newell 349,14,1261,315.25,1247,0.011102299762093577,32876.07142857143
510,Newell 339,10,941,235.25,931,0.010626992561105207,34346.5
511,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",14,1268,317.0,1254,0.011041009463722398,33058.57142857143
512,Newell 338,8,1515,378.75,1507,0.005280528052805281,69121.875
513,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",14,1848,462.0,1834,0.007575757575757576,48180.0
514,Newell 317,32,1015,253.75,983,0.03152709359605911,11577.34375
515,Newell 310,25,1539,384.75,1514,0.016244314489928524,22469.4
516,"BIC Brite Liner Highlighters, Chisel Tip",21,1291,322.75,1270,0.016266460108443067,22438.809523809523
517,Newell 325,34,835,208.75,801,0.0407185628742515,8963.970588235294
518,Newell 330,11,757,189.25,746,0.01453104359313078,25118.636363636364
519,Newell 309,20,996,249.0,976,0.020080321285140562,18177.0
520,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",7,1395,348.75,1388,0.005017921146953405,72739.28571428571
521,Newell 313,10,659,164.75,649,0.015174506828528073,24053.5
522,Newell 326,23,1998,499.5,1975,0.011511511511511512,31707.391304347824
523,Newell 311,30,1351,337.75,1321,0.02220577350111029,16437.166666666664
524,American Pencil,21,1189,297.25,1168,0.017661900756938603,20665.95238095238
525,Newell 34,25,879,219.75,854,0.02844141069397042,12833.400000000001
526,Rogers Handheld Barrel Pencil Sharpener,30,1456,364.0,1426,0.020604395604395604,17714.666666666668
527,Lumber Crayons,19,1190,297.5,1171,0.015966386554621848,22860.526315789477
528,Boston Home & Office Model 2000 Electric Pencil Sharpeners,13,1950,487.5,1937,0.006666666666666667,54750.0
529,Avery Hi-Liter Smear-Safe Highlighters,24,1791,447.75,1767,0.01340033500837521,27238.125
530,Economy #2 Pencils,13,1940,485.0,1927,0.006701030927835051,54469.23076923077
531,BIC Liqua Brite Liner,27,1691,422.75,1664,0.01596688350088705,22859.814814814818
532,Prang Dustless Chalk Sticks,24,1566,391.5,1542,0.01532567049808429,23816.25
533,Model L Table or Wall-Mount Pencil Sharpener,24,784,196.0,760,0.030612244897959183,11923.333333333334
534,Peel-Off China Markers,31,896,224.0,865,0.03459821428571429,10549.677419354839
535,"OIC #2 Pencils, Medium Soft",17,511,127.75,494,0.033268101761252444,10971.470588235296
536,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",15,1825,456.25,1810,0.00821917808219178,44408.333333333336
537,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,27,1776,444.0,1749,0.015202702702702704,24008.888888888887
538,Newell 331,17,998,249.5,981,0.017034068136272545,21427.64705882353
539,Newell 319,28,1253,313.25,1225,0.0223463687150838,16333.75
540,Stanley Bostitch Contemporary Electric Pencil Sharpeners,19,534,133.5,515,0.035580524344569285,10258.42105263158
541,Newell 323,14,1226,306.5,1212,0.011419249592169658,31963.571428571428
542,Bulldog Table or Wall-Mount Pencil Sharpener,13,1348,337.0,1335,0.009643916913946587,37847.692307692305
543,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",29,589,147.25,560,0.04923599320882852,7413.275862068966
544,Newell 334,27,1275,318.75,1248,0.021176470588235293,17236.111111111113
545,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,25,1104,276.0,1079,0.022644927536231884,16118.4
546,12 Colored Short Pencils,8,1469,367.25,1461,0.005445881552076242,67023.125
547,Panasonic KP-150 Electric Pencil Sharpener,16,1521,380.25,1505,0.01051939513477975,34697.8125
548,Newell 346,11,917,229.25,906,0.011995637949836423,30427.727272727272
549,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",18,614,153.5,596,0.029315960912052116,12450.555555555557
550,Staples in misc. colors,9,1116,279.0,1107,0.008064516129032258,45260.0
551,DIXON Oriole Pencils,19,1719,429.75,1700,0.011052937754508435,33022.89473684211
552,Newell 351,26,1325,331.25,1299,0.019622641509433963,18600.96153846154
553,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",27,1598,399.5,1571,0.016896120150187734,21602.59259259259
554,SANFORD Major Accent Highlighters,30,912,228.0,882,0.03289473684210526,11096.0
555,Dixon Ticonderoga Pencils,13,1899,474.75,1886,0.006845708267509215,53318.07692307692
556,Newell 335,12,1943,485.75,1931,0.006176016469377252,59099.583333333336
557,Sanford Liquid Accent Highlighters,24,1228,307.0,1204,0.019543973941368076,18675.833333333336
558,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",8,1800,450.0,1792,0.0044444444444444444,82125.0
559,Boston 1900 Electric Pencil Sharpener,1,1520,380.0,1519,0.0006578947368421052,554800.0
560,Prang Drawing Pencil Set,22,1260,315.0,1238,0.01746031746031746,20904.545454545452
561,Faber Castell Col-Erase Pencils,8,1175,293.75,1167,0.006808510638297872,53609.375
562,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,9,1917,479.25,1908,0.004694835680751174,77745.0
563,Newell 322,18,956,239.0,938,0.01882845188284519,19385.555555555555
564,Stanley Contemporary Battery Pencil Sharpeners,24,1419,354.75,1395,0.016913319238900635,21580.625
565,Boston 16801 Nautilus Battery Pencil Sharpener,23,691,172.75,668,0.03328509406657019,10965.869565217392
566,Prismacolor Color Pencil Set,24,1238,309.5,1214,0.01938610662358643,18827.916666666668
567,Prang Colored Pencils,32,1622,405.5,1590,0.01972872996300863,18500.9375
568,Newell 341,23,1477,369.25,1454,0.015572105619498984,23439.347826086956
569,Staples in misc. colors,15,1508,377.0,1493,0.009946949602122016,36694.66666666667
570,50 Colored Long Pencils,14,595,148.75,581,0.023529411764705882,15512.5
571,Fluorescent Highlighters by Dixon,26,1162,290.5,1136,0.022375215146299483,16312.692307692309
572,Dixon Ticonderoga Core-Lock Colored Pencils,28,1713,428.25,1685,0.01634559252772913,22330.178571428572
573,Avery Fluorescent Highlighter Four-Color Set,24,536,134.0,512,0.04477611940298507,8151.666666666667
574,Newell 32,17,1892,473.0,1875,0.008985200845665961,40622.352941176476
575,Newell 316,11,778,194.5,767,0.014138817480719794,25815.454545454548
576,Prang Drawing Pencil Set,17,716,179.0,699,0.023743016759776536,15372.94117647059
577,"Eberhard Faber 3 1/2"" Golf Pencils",20,1366,341.5,1346,0.014641288433382138,24929.5
578,"Boston School Pro Electric Pencil Sharpener, 1670",32,1372,343.0,1340,0.023323615160349854,15649.375
579,Newell 332,24,1796,449.0,1772,0.013363028953229399,27314.166666666668
580,"Dixon My First Ticonderoga Pencil, #2",19,561,140.25,542,0.0338680926916221,10777.105263157895
581,Nontoxic Chalk,27,1095,273.75,1068,0.024657534246575342,14802.777777777777
582,4009 Highlighters,6,1228,307.0,1222,0.004885993485342019,74703.33333333334
583,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",31,1865,466.25,1834,0.016621983914209115,21958.870967741936
584,Newell 348,24,896,224.0,872,0.026785714285714284,13626.666666666668
585,Newell 347,32,1198,299.5,1166,0.02671118530884808,13664.6875
586,4009 Highlighters by Sanford,44,1542,385.5,1498,0.028534370946822308,12791.59090909091
587,Zebra Zazzle Fluorescent Highlighters,20,676,169.0,656,0.029585798816568046,12337.0
588,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",20,895,223.75,875,0.0223463687150838,16333.75
589,"Quartet Omega Colored Chalk, 12/Pack",15,944,236.0,929,0.015889830508474576,22970.666666666668
590,Staples in misc. colors,30,1756,439.0,1726,0.017084282460136675,21364.666666666668
591,Newell 350,20,575,143.75,555,0.034782608695652174,10493.75
592,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,4,764,191.0,760,0.005235602094240838,69715.0
593,Avery Hi-Liter Fluorescent Desk Style Markers,6,954,238.5,948,0.006289308176100629,58035.0
594,Berol Giant Pencil Sharpener,17,1217,304.25,1200,0.013968775677896467,26129.70588235294
595,Newell 333,33,1234,308.5,1201,0.02674230145867099,13648.787878787878
596,Deluxe Chalkboard Eraser Cleaner,17,1907,476.75,1890,0.008914525432616675,40944.41176470589
597,"Crayola Anti Dust Chalk, 12/Pack",35,1350,337.5,1315,0.025925925925925925,14078.57142857143
598,Newell 340,9,1890,472.5,1881,0.004761904761904762,76650.0
599,Boston 16750 Black Compact Battery Pencil Sharpener,5,643,160.75,638,0.007776049766718507,46939.0
600,Newell 327,18,1384,346.0,1366,0.01300578034682081,28064.444444444445
601,Newell 35,30,1592,398.0,1562,0.018844221105527637,19369.333333333336
602,Newell 344,18,1622,405.5,1604,0.011097410604192354,32890.555555555555
603,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",9,895,223.75,886,0.01005586592178771,36297.222222222226
604,"Stride Job 150 Highlighters, Chisel Tip, Assorted Colors",3,1548,387.0,1545,0.001937984496124031,188340.0
605,Sanford 52201 APSCO Electric Pencil Sharpener,14,1447,361.75,1433,0.009675190048375951,37725.35714285714
606,Newell 337,4,1390,347.5,1386,0.0028776978417266188,126837.5
607,Avery Hi-Liter Pen Style Six-Color Fluorescent Set,2,1992,498.0,1990,0.001004016064257028,363540.00000000006
608,Hunt Boston Vacuum Mount KS Pencil Sharpener,20,1674,418.5,1654,0.011947431302270013,30550.5
609,Panasonic KP-380BK Classic Electric Pencil Sharpener,22,1667,416.75,1645,0.013197360527894421,27657.045454545456
610,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",8,1068,267.0,1060,0.00749063670411985,48727.5
611,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",30,1562,390.5,1532,0.019206145966709345,19004.333333333336
612,Staples in misc. colors,15,608,152.0,593,0.024671052631578948,14794.666666666666
613,Newell 312,49,1565,391.25,1516,0.031309904153354634,11657.65306122449
614,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",12,1709,427.25,1697,0.007021650087770626,51982.083333333336
615,Boston 1799 Powerhouse Electric Pencil Sharpener,15,1434,358.5,1419,0.010460251046025104,34894.0
616,Newell 31,24,897,224.25,873,0.026755852842809364,13641.875
617,Newell 308,5,1746,436.5,1741,0.0028636884306987398,127458.00000000001
618,Bulldog Vacuum Base Pencil Sharpener,31,1133,283.25,1102,0.02736098852603707,13340.16129032258
619,BIC Brite Liner Highlighters,23,1656,414.0,1633,0.013888888888888888,26280.0
620,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,16,1686,421.5,1670,0.009489916963226572,38461.875
621,"Sanford Colorific Scented Colored Pencils, 12/Pack",11,1738,434.5,1727,0.006329113924050633,57670.0
622,BIC Brite Liner Grip Highlighters,17,1232,308.0,1215,0.013798701298701298,26451.764705882353
623,"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606",3,734,183.5,731,0.004087193460490463,89303.33333333334
624,Boston KS Multi-Size Manual Pencil Sharpener,25,1157,289.25,1132,0.021607605877268798,16892.2
625,Boston 19500 Mighty Mite Electric Pencil Sharpener,17,1250,312.5,1233,0.0136,26838.235294117647
626,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",20,1087,271.75,1067,0.01839926402943882,19837.75
627,Boston 1730 StandUp Electric Pencil Sharpener,8,1532,383.0,1524,0.005221932114882507,69897.5
628,Staples in misc. colors,4,1597,399.25,1593,0.002504696305572949,145726.25
629,Blackstonian Pencils,19,1453,363.25,1434,0.01307639366827254,27912.894736842103
630,Crayola Colored Pencils,40,991,247.75,951,0.04036326942482341,9042.875
631,Staples in misc. colors,5,1412,353.0,1407,0.0035410764872521247,103076.0
632,Colorific Watercolor Pencils,11,1776,444.0,1765,0.006193693693693694,58930.90909090909
633,Turquoise Lead Holder with Pocket Clip,6,1753,438.25,1747,0.0034227039361095267,106640.83333333333
634,Newell 33,10,1697,424.25,1687,0.0058927519151443725,61940.5
635,Newell 342,3,1691,422.75,1688,0.0017740981667652277,205738.33333333334
636,Newell 315,25,669,167.25,644,0.03736920777279522,9767.4
637,Heavy-Duty E-Z-D Binders,29,1916,479.0,1887,0.015135699373695199,24115.1724137931
638,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",9,1445,361.25,1436,0.006228373702422145,58602.77777777778
639,"Angle-D Binders with Locking Rings, Label Holders",42,1294,323.5,1252,0.03245749613601236,11245.47619047619
640,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",38,1133,283.25,1095,0.03353927625772286,10882.763157894738
641,GBC Imprintable Covers,36,1717,429.25,1681,0.020966802562609202,17408.472222222223
642,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,12,528,132.0,516,0.022727272727272728,16060.0
643,Acco Translucent Poly Ring Binders,31,1688,422.0,1657,0.018364928909952605,19874.83870967742
644,Zipper Ring Binder Pockets,44,1945,486.25,1901,0.02262210796915167,16134.65909090909
645,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",47,838,209.5,791,0.05608591885441527,6507.8723404255325
646,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",25,1888,472.0,1863,0.013241525423728813,27564.800000000003
647,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",9,1865,466.25,1856,0.00482573726541555,75636.11111111111
648,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",10,999,249.75,989,0.01001001001001001,36463.5
649,XtraLife ClearVue Slant-D Ring Binders by Cardinal,22,1010,252.5,988,0.02178217821782178,16756.818181818184
650,GBC Instant Report Kit,50,1850,462.5,1800,0.02702702702702703,13505.0
651,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",35,716,179.0,681,0.04888268156424581,7466.857142857143
652,Poly Designer Cover & Back,35,1824,456.0,1789,0.01918859649122807,19021.714285714286
653,GBC Plastic Binding Combs,30,1655,413.75,1625,0.01812688821752266,20135.833333333332
654,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",44,1593,398.25,1549,0.027620841180163214,13214.65909090909
655,Avery Printable Repositionable Plastic Tabs,16,1775,443.75,1759,0.009014084507042254,40492.1875
656,Avery Recycled Flexi-View Covers for Binding Systems,32,1938,484.5,1906,0.016511867905056758,22105.3125
657,Acco Economy Flexible Poly Round Ring Binder,6,944,236.0,938,0.006355932203389831,57426.666666666664
658,GBC Ibimaster 500 Manual ProClick Binding System,48,1375,343.75,1327,0.03490909090909091,10455.729166666666
659,Avery Durable Binders,50,1705,426.25,1655,0.02932551319648094,12446.5
660,Avery Binder Labels,8,666,166.5,658,0.012012012012012012,30386.25
661,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",28,590,147.5,562,0.04745762711864407,7691.071428571428
662,Satellite Sectional Post Binders,38,1213,303.25,1175,0.031327287716405604,11651.184210526317
663,Surelock Post Binders,29,538,134.5,509,0.05390334572490706,6771.379310344828
664,Storex DuraTech Recycled Plastic Frosted Binders,39,1649,412.25,1610,0.023650697392359005,15432.948717948719
665,Insertable Tab Post Binder Dividers,25,1974,493.5,1949,0.012664640324214792,28820.4
666,GBC VeloBinder Electric Binding Machine,15,672,168.0,657,0.022321428571428572,16352.0
667,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",17,1152,288.0,1135,0.014756944444444444,24734.117647058825
668,Avery Non-Stick Binders,35,1253,313.25,1218,0.027932960893854747,13067.0
669,Storex Flexible Poly Binders with Double Pockets,9,1743,435.75,1734,0.0051635111876075735,70688.33333333333
670,Angle-D Ring Binders,14,1581,395.25,1567,0.008855154965211892,41218.928571428565
671,"GBC Laser Imprintable Binding System Covers, Desert Sand",17,975,243.75,958,0.017435897435897435,20933.823529411766
672,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",36,955,238.75,919,0.03769633507853403,9682.638888888889
673,Ibico Plastic Spiral Binding Combs,47,1328,332.0,1281,0.035391566265060244,10313.191489361701
674,Pressboard Data Binders by Wilson Jones,27,1394,348.5,1367,0.019368723098995694,18844.814814814818
675,Cardinal EasyOpen D-Ring Binders,40,1884,471.0,1844,0.021231422505307854,17191.5
676,GBC ProClick Punch Binding System,31,1524,381.0,1493,0.020341207349081365,17943.870967741936
677,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",15,886,221.5,871,0.016930022573363433,21559.333333333332
678,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",37,847,211.75,810,0.043683589138134596,8355.54054054054
679,Avery Hole Reinforcements,32,689,172.25,657,0.04644412191582003,7858.90625
680,Acco D-Ring Binder w/DublLock,31,1004,251.0,973,0.030876494023904383,11821.290322580646
681,"GBC White Gloss Covers, Plain Front",31,1714,428.5,1683,0.01808634772462077,20180.967741935485
682,"Wilson Jones 1"" Hanging DublLock Ring Binders",46,1892,473.0,1846,0.024312896405919663,15012.608695652174
683,Ibico EPK-21 Electric Binding System,13,1932,483.0,1919,0.006728778467908903,54244.61538461538
684,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",23,1323,330.75,1300,0.017384731670445956,20995.434782608696
685,Ibico Recycled Grain-Textured Covers,8,1428,357.0,1420,0.0056022408963585435,65152.5
686,Canvas Sectional Post Binders,28,1433,358.25,1405,0.019539427773900907,18680.178571428572
687,"Avery Flip-Chart Easel Binder, Black",17,1640,410.0,1623,0.010365853658536586,35211.76470588235
688,Avery Heavy-Duty EZD View Binder with Locking Rings,41,633,158.25,592,0.06477093206951026,5635.243902439025
689,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",20,557,139.25,537,0.03590664272890485,10165.25
690,Fellowes Binding Cases,31,1184,296.0,1153,0.026182432432432432,13940.645161290322
691,GBC Standard Plastic Binding Systems' Combs,30,1171,292.75,1141,0.025619128949615714,14247.166666666666
692,GBC DocuBind TL300 Electric Binding System,37,672,168.0,635,0.05505952380952381,6629.189189189189
693,Plastic Binding Combs,23,1314,328.5,1291,0.01750380517503805,20852.608695652176
694,Deluxe Heavy-Duty Vinyl Round Ring Binder,33,1672,418.0,1639,0.019736842105263157,18493.333333333336
695,GBC Premium Transparent Covers with Diagonal Lined Pattern,67,579,144.75,512,0.1157167530224525,3154.2537313432836
696,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",37,1385,346.25,1348,0.026714801444043323,13662.837837837837
697,GBC VeloBinder Manual Binding System,30,1736,434.0,1706,0.01728110599078341,21121.333333333332
698,SpineVue Locking Slant-D Ring Binders by Cardinal,22,702,175.5,680,0.03133903133903134,11646.818181818182
699,GBC Linen Binding Covers,18,1263,315.75,1245,0.014251781472684086,25610.833333333332
700,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",47,1752,438.0,1705,0.02682648401826484,13605.957446808512
701,GBC Wire Binding Combs,26,1750,437.5,1724,0.014857142857142857,24567.30769230769
702,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",39,1964,491.0,1925,0.01985743380855397,18381.02564102564
703,Wilson Jones Active Use Binders,21,1925,481.25,1904,0.01090909090909091,33458.33333333333
704,Ibico Plastic and Wire Spiral Binding Combs,41,546,136.5,505,0.07509157509157509,4860.731707317073
705,GBC Standard Therm-A-Bind Covers,34,1756,439.0,1722,0.0193621867881549,18851.176470588234
706,Vinyl Sectional Post Binders,40,1828,457.0,1788,0.02188183807439825,16680.5
707,GBC Instant Index System for Binding Systems,19,1666,416.5,1647,0.011404561824729893,32004.73684210526
