order_key,order_id,order_date,date_key,customer_key,location_key,product_key,sales,quantity,discount,profit,lead_time_days
1870,CA-2016-148201,2016-08-26,798,130,587,1015,6.48,1,0.0,3.1104,3
1871,CA-2014-116932,2014-07-21,160,500,91,544,99.2,5,0.0,25.792,4
1872,CA-2014-116932,2014-07-21,160,500,91,68,801.568,2,0.2,50.098,4
1873,CA-2014-116932,2014-07-21,160,500,91,366,272.848,1,0.2,27.2848,4
1874,CA-2017-142888,2017-11-21,1199,103,588,374,70.98,1,0.0,20.5842,4
1875,CA-2014-147914,2014-06-04,122,533,423,1119,16.224,2,0.2,5.8812,5
1876,US-2016-112977,2016-03-10,649,147,387,29,176.784,1,0.2,-22.098,6
1877,CA-2017-112039,2017-03-25,980,347,543,1710,470.376,3,0.2,47.0376,4
1878,CA-2017-118885,2017-12-29,1236,366,64,98,393.568,4,0.2,-44.2764,4
1879,CA-2017-118885,2017-12-29,1236,366,64,1777,302.376,3,0.2,22.6782,4
1880,US-2017-166611,2017-03-28,983,151,154,686,68.742,9,0.7,-48.1194,5
1881,CA-2015-109512,2015-03-05,343,460,390,873,29.34,3,0.0,14.67,0
1882,CA-2015-109512,2015-03-05,343,460,390,66,383.607,7,0.1,63.9345,0
1883,CA-2015-109512,2015-03-05,343,460,390,1315,563.4,4,0.0,67.608,0
1884,CA-2016-118570,2016-11-13,870,133,464,1096,217.056,7,0.2,78.6828,4
1885,CA-2017-154718,2017-01-19,928,218,525,994,6.0,2,0.2,2.1,4
1886,CA-2016-147578,2016-04-22,688,593,91,201,31.56,3,0.0,10.4148,4
1887,CA-2014-140165,2014-05-13,102,261,151,927,7.104,2,0.2,2.3976,2
1888,CA-2014-140165,2014-05-13,102,261,151,827,398.352,8,0.7,-331.96,2
1889,CA-2014-142587,2014-10-21,240,739,427,469,121.792,4,0.2,13.7016,1
1890,CA-2014-142587,2014-10-21,240,739,427,321,409.59,3,0.4,-122.877,1
1891,CA-2014-157623,2014-03-14,51,216,53,1089,10.56,2,0.0,4.752,4
1892,CA-2014-157623,2014-03-14,51,216,53,593,3.38,1,0.0,1.2506,4
1893,CA-2017-145310,2017-12-22,1229,401,170,873,7.824,1,0.2,2.934,2
1894,CA-2016-100083,2016-11-24,881,140,453,1033,24.784,1,0.2,7.745,5
1895,US-2017-108063,2017-12-02,1210,53,562,519,34.65,3,0.0,10.395,3
1896,CA-2015-109197,2015-12-31,595,398,343,832,487.984,2,0.2,152.495,4
1897,CA-2017-141789,2017-10-03,1153,13,319,692,1793.98,2,0.0,843.1706,3
1898,CA-2014-169775,2014-08-29,189,620,160,865,29.808,2,0.2,10.8054,4
1899,CA-2014-169775,2014-08-29,189,620,160,822,505.176,4,0.7,-336.784,4
1900,CA-2014-169775,2014-08-29,189,620,160,335,174.0585,3,0.45,-110.7645,4
1901,CA-2016-140543,2016-06-29,749,187,472,1305,191.88,6,0.0,19.188,4
1902,CA-2016-151141,2016-08-20,794,241,296,1860,14.78,2,0.0,3.9906,3
1903,CA-2017-167094,2017-10-21,1169,211,457,1242,5.184,1,0.2,1.8144,1
1904,CA-2017-167094,2017-10-21,1169,211,457,51,478.48,2,0.2,47.848,1
1905,CA-2017-167094,2017-10-21,1169,211,457,1552,28.4,2,0.2,6.745,1
1906,CA-2017-154410,2017-10-21,1169,497,232,1379,909.12,8,0.0,9.0912,3
1907,US-2016-150567,2016-05-17,709,655,142,710,2.952,2,0.7,-2.1648,4
1908,US-2016-150567,2016-05-17,709,655,142,640,27.018,6,0.7,-21.6144,4
1909,CA-2015-157959,2015-02-03,324,661,64,292,136.92,4,0.0,41.076,1
1910,CA-2017-105886,2017-12-18,1225,199,392,173,18.96,2,0.0,8.532,5
1911,CA-2016-105963,2016-11-15,872,680,64,1570,99.39,3,0.0,40.7499,7
1912,CA-2017-121503,2017-07-03,1069,284,522,1137,273.896,7,0.2,92.4399,3
1913,CA-2017-121503,2017-07-03,1069,284,522,1666,597.132,3,0.4,49.761,3
1914,CA-2014-103366,2014-01-15,11,260,184,1567,149.95,5,0.0,65.978,2
1915,CA-2017-124597,2017-04-30,1013,58,144,987,4.608,2,0.2,1.6704,5
1916,CA-2017-124597,2017-04-30,1013,58,144,550,15.528,3,0.2,4.8525,5
1917,CA-2017-124597,2017-04-30,1013,58,144,966,11.952,3,0.2,3.8844,5
1918,CA-2015-105634,2015-11-08,544,317,282,524,11.65,5,0.0,3.3785,6
1919,CA-2015-123673,2015-10-30,536,145,296,1742,299.9,2,0.0,74.975,2
1920,US-2017-111423,2017-08-17,1109,258,397,763,895.92,5,0.2,302.373,2
1921,US-2017-111423,2017-08-17,1109,258,397,118,462.564,2,0.1,97.6524,2
1922,CA-2015-125178,2015-10-03,514,552,465,1375,15.008,2,0.2,1.5008,6
1923,CA-2016-156685,2016-07-08,756,671,498,1838,863.64,9,0.2,107.955,2
1924,CA-2016-156685,2016-07-08,756,671,498,489,47.616,3,0.2,3.5712,2
1925,CA-2017-126865,2017-12-05,1213,571,90,1201,92.94,3,0.0,41.823,2
1926,CA-2017-102834,2017-03-09,966,480,91,1511,199.98,2,0.0,69.993,4
1927,US-2016-139710,2016-06-09,730,307,64,1715,177.48,3,0.2,19.9665,6
1928,CA-2017-121538,2017-11-28,1206,643,117,1249,88.768,2,0.2,31.0688,3
1929,US-2017-101539,2017-03-16,972,781,587,1146,6.48,1,0.0,3.1104,2
1930,US-2017-101539,2017-03-16,972,781,587,1408,46.51,1,0.0,1.8604,2
1931,US-2017-101539,2017-03-16,972,781,587,1835,659.976,3,0.2,49.4982,2
1932,CA-2016-152121,2016-11-27,884,137,17,1772,271.992,1,0.2,23.7993,2
1933,CA-2017-161200,2017-08-06,1100,721,266,4,145.74,3,0.0,23.3184,4
1934,CA-2017-161200,2017-08-06,1100,721,266,193,15.4,5,0.0,7.392,4
1935,CA-2017-101245,2017-11-27,1205,480,91,1205,244.55,5,0.0,114.9385,6
1936,CA-2017-101245,2017-11-27,1205,480,91,1493,166.16,8,0.0,59.8176,6
1937,CA-2015-141768,2015-05-25,413,573,91,219,14.73,3,0.0,4.8609,2
1938,CA-2016-112109,2016-07-08,756,356,114,726,19.968,2,0.7,-13.312,4
1939,CA-2016-112109,2016-07-08,756,356,114,1345,33.488,7,0.2,-1.2558,4
1940,CA-2016-112109,2016-07-08,756,356,114,703,8.736,4,0.7,-6.1152,4
1941,CA-2016-112109,2016-07-08,756,356,114,122,662.88,3,0.2,74.574,4
1942,CA-2017-144064,2017-08-29,1121,165,220,1008,47.36,4,0.2,17.76,3
1943,CA-2017-144064,2017-08-29,1121,165,220,1414,27.44,2,0.2,2.401,3
1944,CA-2017-144064,2017-08-29,1121,165,220,721,3.24,9,0.8,-5.184,3
1945,CA-2016-108581,2016-06-20,741,246,505,1488,95.968,4,0.2,26.3912,6
1946,CA-2016-108581,2016-06-20,741,246,505,1077,10.368,2,0.2,3.6288,6
1947,CA-2017-157987,2017-09-02,1124,14,390,493,23.1,2,0.0,6.468,4
1948,CA-2017-157987,2017-09-02,1124,14,390,178,11.54,2,0.0,3.462,4
1949,CA-2017-157987,2017-09-02,1124,14,390,337,254.526,1,0.4,-93.3262,4
1950,CA-2017-157987,2017-09-02,1124,14,390,386,12.98,1,0.0,3.7642,4
1951,CA-2017-157987,2017-09-02,1124,14,390,845,26.432,8,0.2,8.9208,4
1952,CA-2017-157987,2017-09-02,1124,14,390,1823,197.97,3,0.0,57.4113,4
1953,CA-2017-157987,2017-09-02,1124,14,390,968,18.9,6,0.0,9.072,4
1954,CA-2017-157987,2017-09-02,1124,14,390,105,1282.41,5,0.1,213.735,4
1955,CA-2017-157987,2017-09-02,1124,14,390,622,4.92,3,0.0,2.214,4
1956,CA-2017-157987,2017-09-02,1124,14,390,1542,238.0,2,0.0,38.08,4
1957,CA-2017-157987,2017-09-02,1124,14,390,1461,167.97,3,0.0,40.3128,4
1958,CA-2017-157987,2017-09-02,1124,14,390,1239,17.12,4,0.0,7.704,4
1959,CA-2017-110905,2017-09-10,1131,663,338,783,16.2,3,0.0,7.776,5
1960,CA-2017-110905,2017-09-10,1131,663,338,470,33.99,3,0.0,14.6157,5
1961,CA-2017-110905,2017-09-10,1131,663,338,1546,296.85,5,0.0,53.433,5
1962,CA-2017-110905,2017-09-10,1131,663,338,1522,112.8,6,0.0,6.768,5
1963,CA-2017-110905,2017-09-10,1131,663,338,759,13.71,3,0.0,6.5808,5
1964,CA-2017-110905,2017-09-10,1131,663,338,1177,24.9,5,0.0,11.703,5
1965,CA-2017-110905,2017-09-10,1131,663,338,1290,286.29,3,0.0,17.1774,5
1966,CA-2017-110905,2017-09-10,1131,663,338,448,24.18,2,0.0,7.254,5
1967,CA-2017-165841,2017-12-21,1228,193,369,1755,281.97,3,0.0,78.9516,7
1968,CA-2017-165841,2017-12-21,1228,193,369,1426,69.5,5,0.0,20.155,7
1969,CA-2017-165841,2017-12-21,1228,193,369,1086,166.44,3,0.0,79.8912,7
1970,CA-2017-117485,2017-09-23,1144,68,449,1590,291.96,4,0.0,102.186,6
1971,CA-2017-140242,2017-05-06,1019,522,202,629,6.408,3,0.2,0.6408,5
1972,CA-2017-140242,2017-05-06,1019,522,202,1590,408.744,7,0.2,76.6395,5
1973,CA-2014-148950,2014-12-14,290,351,202,688,5.104,4,0.8,-8.6768,5
1974,CA-2014-148950,2014-12-14,290,351,202,932,2.896,2,0.2,0.4706,5
1975,CA-2014-148950,2014-12-14,290,351,202,1540,35.016,3,0.2,-2.1885,5
1976,CA-2014-110408,2014-10-18,237,55,7,1347,275.97,3,0.0,11.0388,2
1977,CA-2014-110408,2014-10-18,237,55,7,1766,1394.95,5,0.0,362.687,2
1978,CA-2014-110408,2014-10-18,237,55,7,111,545.88,6,0.0,70.9644,2
1979,CA-2015-109939,2015-05-08,397,2,456,476,5.248,2,0.2,0.5904,4
1980,CA-2016-112669,2016-04-14,681,444,13,120,933.536,4,0.2,105.0228,0
1981,CA-2016-112669,2016-04-14,681,444,13,1332,42.976,4,0.2,4.2976,0
1982,CA-2015-119592,2015-12-14,578,528,180,811,3.76,2,0.0,1.8048,2
1983,CA-2014-122749,2014-12-03,280,565,448,1821,479.96,4,0.0,134.3888,6
1984,CA-2014-164721,2014-11-25,272,479,35,382,320.88,6,0.0,93.0552,2
1985,CA-2014-164721,2014-11-25,272,479,35,205,23.88,3,0.0,10.5072,2
1986,CA-2014-164721,2014-11-25,272,479,35,1061,26.76,4,0.0,12.3096,2
1987,CA-2016-147417,2016-07-25,771,127,423,1605,1439.976,4,0.4,191.9968,2
1988,CA-2015-127509,2015-11-09,545,53,338,735,17.22,3,0.0,7.9212,4
1989,CA-2015-127509,2015-11-09,545,53,338,349,1024.38,7,0.0,215.1198,4
1990,CA-2015-127509,2015-11-09,545,53,338,850,26.22,3,0.0,12.3234,4
1991,CA-2015-127509,2015-11-09,545,53,338,1156,17.34,3,0.0,8.4966,4
1992,CA-2017-111374,2017-02-24,955,127,464,845,4.956,4,0.7,-3.7996,4
1993,CA-2017-133648,2017-06-25,1062,522,457,997,71.04,6,0.2,26.64,7
1994,CA-2017-133648,2017-06-25,1062,522,457,549,5.344,2,0.2,0.7348,7
1995,CA-2017-133648,2017-06-25,1062,522,457,940,11.304,3,0.2,-2.1195,7
1996,US-2017-147221,2017-12-02,1210,410,522,430,294.62,5,0.8,-766.012,2
1997,US-2017-147221,2017-12-02,1210,410,522,287,8.752,4,0.6,-3.7196,2
1998,CA-2014-131905,2014-02-06,27,560,563,982,15.0,4,0.0,7.2,3
1999,CA-2014-131905,2014-02-06,27,560,563,1817,161.61,1,0.0,42.0186,3
2000,CA-2014-131905,2014-02-06,27,560,563,1735,144.95,5,0.0,42.0355,3
2001,CA-2017-166128,2017-04-11,996,482,76,1507,199.95,5,0.0,21.9945,7
2002,CA-2017-166128,2017-04-11,996,482,76,511,41.86,7,0.0,14.2324,7
2003,CA-2017-163510,2017-12-25,1232,412,260,1305,95.94,3,0.0,9.594,3
2004,CA-2017-163510,2017-12-25,1232,412,260,66,304.45,5,0.0,76.1125,3
2005,US-2017-143028,2017-04-11,996,669,529,837,11.364,3,0.8,-17.046,7
2006,CA-2014-111150,2014-12-31,305,662,330,474,29.68,7,0.0,11.5752,4
2007,CA-2014-111150,2014-12-31,305,662,330,1465,47.53,7,0.0,16.1602,4
2008,CA-2017-165386,2017-08-03,1097,159,202,27,183.372,2,0.3,-36.6744,1
2009,CA-2014-116407,2014-11-15,262,359,488,515,4.224,3,0.2,0.4752,6
2010,CA-2014-116407,2014-11-15,262,359,488,417,333.056,2,0.2,29.1424,6
2011,CA-2014-116407,2014-11-15,262,359,488,1155,24.896,4,0.2,7.78,6
2012,CA-2015-155761,2015-12-11,575,681,522,1504,159.984,2,0.2,35.9964,0
2013,CA-2015-155761,2015-12-11,575,681,522,1325,46.344,3,0.2,4.6344,0
2014,CA-2016-145905,2016-09-18,820,42,1,77,350.98,1,0.0,84.2352,5
2015,CA-2016-145905,2016-09-18,820,42,1,1056,13.08,2,0.0,6.0168,5
2016,CA-2016-145905,2016-09-18,820,42,1,1401,900.08,4,0.0,117.0104,5
2017,CA-2015-113110,2015-03-19,355,90,88,641,17.568,2,0.2,6.3684,4
2018,CA-2015-113110,2015-03-19,355,90,88,947,14.62,2,0.0,6.8714,4
2019,CA-2015-113110,2015-03-19,355,90,88,1429,33.36,4,0.0,8.6736,4
2020,CA-2015-113110,2015-03-19,355,90,88,1186,40.14,6,0.0,19.6686,4
2021,CA-2016-168354,2016-09-19,821,644,468,1343,1606.23,9,0.0,481.869,2
2022,CA-2016-168354,2016-09-19,821,644,468,1169,17.04,3,0.0,7.668,2
2023,CA-2016-168354,2016-09-19,821,644,468,840,49.53,3,0.0,23.7744,2
2024,CA-2016-168354,2016-09-19,821,644,468,128,872.32,4,0.0,244.2496,2
2025,US-2017-111241,2017-08-20,1112,306,51,755,239.12,5,0.2,77.714,2
2026,CA-2015-114237,2015-03-13,350,487,587,44,141.96,2,0.0,39.7488,2
2027,CA-2016-113516,2016-09-08,810,781,61,732,33.024,2,0.2,11.5584,2
2028,CA-2016-113516,2016-09-08,810,781,61,719,67.136,4,0.2,23.4976,2
2029,CA-2015-117961,2015-11-26,561,309,285,654,14.73,3,0.0,6.9231,4
2030,CA-2015-117961,2015-11-26,561,309,285,1331,104.9,5,0.0,25.176,4
2031,CA-2015-117961,2015-11-26,561,309,285,787,61.04,4,0.0,30.52,4
2032,CA-2015-117961,2015-11-26,561,309,285,1094,10.95,3,0.0,5.1465,4
2033,CA-2016-128923,2016-12-09,895,295,515,1162,9.392,2,0.2,3.2872,4
2034,CA-2016-128923,2016-12-09,895,295,515,487,9.328,1,0.2,0.8162,4
2035,CA-2017-162481,2017-09-25,1146,182,321,760,8.26,2,0.0,3.8822,4
2036,CA-2017-162481,2017-09-25,1146,182,321,101,269.97,3,0.0,51.2943,4
2037,CA-2015-119214,2015-01-23,317,185,340,1191,29.04,3,0.0,13.9392,4
2038,CA-2015-119214,2015-01-23,317,185,340,984,14.62,2,0.0,6.8714,4
2039,CA-2015-122287,2015-06-18,431,704,15,1117,11.952,3,0.2,4.3326,5
2040,CA-2015-122287,2015-06-18,431,704,15,834,4.536,7,0.7,-3.3264,5
2041,CA-2015-122287,2015-06-18,431,704,15,787,9.156,2,0.7,-6.104,5
2042,CA-2015-122287,2015-06-18,431,704,15,318,75.36,5,0.2,20.724,5
2043,CA-2015-104493,2015-10-02,513,247,90,839,57.504,6,0.2,20.1264,6
2044,US-2017-158946,2017-11-18,1196,411,431,531,38.864,7,0.2,7.7728,5
2045,CA-2014-129168,2014-08-17,180,418,522,1116,15.552,3,0.2,5.4432,6
2046,CA-2016-131835,2016-07-17,763,490,370,465,162.64,2,0.0,45.5392,4
2047,CA-2016-131835,2016-07-17,763,490,370,1740,597.0,3,0.0,280.59,4
2048,CA-2016-131835,2016-07-17,763,490,370,1249,55.48,1,0.0,26.6304,4
2049,CA-2015-142237,2015-07-11,449,150,464,311,289.8,7,0.2,36.225,2
2050,CA-2015-142237,2015-07-11,449,150,464,803,2.502,3,0.7,-2.0016,2
2051,CA-2015-142237,2015-07-11,449,150,464,783,6.48,4,0.7,-4.752,2
2052,CA-2015-142237,2015-07-11,449,150,464,113,341.488,8,0.3,-73.176,2
2053,CA-2015-142237,2015-07-11,449,150,464,595,11.12,5,0.2,0.834,2
2054,CA-2015-142237,2015-07-11,449,150,464,249,25.344,6,0.2,3.4848,2
2055,CA-2016-136434,2016-12-01,888,631,241,178,17.31,3,0.0,5.193,6
2056,CA-2017-120376,2017-12-22,1229,757,296,1489,199.95,5,0.0,63.984,3
2057,CA-2017-120376,2017-12-22,1229,757,296,90,1586.69,7,0.0,412.5394,3
2058,CA-2017-120376,2017-12-22,1229,757,296,1478,84.99,1,0.0,30.5964,3
2059,CA-2017-120376,2017-12-22,1229,757,296,370,411.8,2,0.0,70.006,3
2060,CA-2014-106439,2014-10-31,248,298,64,928,11.34,3,0.0,5.2164,4
2061,CA-2014-106439,2014-10-31,248,298,64,1406,80.3,5,0.0,20.878,4
2062,CA-2014-106439,2014-10-31,248,298,64,743,15.968,2,0.2,5.3892,4
2063,CA-2014-106439,2014-10-31,248,298,64,1050,64.74,13,0.0,30.4278,4
2064,CA-2014-106439,2014-10-31,248,298,64,812,19.296,3,0.2,6.03,4
2065,CA-2014-106439,2014-10-31,248,298,64,1358,405.64,4,0.0,12.1692,4
2066,CA-2014-106439,2014-10-31,248,298,64,113,146.352,3,0.2,-9.147,4
2067,CA-2014-106439,2014-10-31,248,298,64,1586,251.91,9,0.0,47.8629,4
2068,CA-2014-106439,2014-10-31,248,298,64,517,12.39,3,0.0,3.717,4
2069,CA-2015-133452,2015-04-13,376,792,78,1541,199.96,4,0.0,69.986,6
2070,CA-2015-133452,2015-04-13,376,792,78,361,710.832,3,0.2,-97.7394,6
2071,CA-2016-146521,2016-07-21,767,136,464,650,1.941,1,0.7,-1.294,2
2072,US-2017-110996,2017-11-20,1198,414,74,115,283.92,5,0.2,-46.137,5
2073,CA-2016-129693,2016-11-26,883,742,587,759,7.312,2,0.2,2.5592,6
2074,CA-2017-122504,2017-11-07,1185,194,35,1558,59.97,3,0.0,13.7931,5
2075,CA-2017-122504,2017-11-07,1185,194,35,1771,761.544,7,0.2,66.6351,5
2076,CA-2014-131051,2014-12-01,278,760,91,198,58.2,3,0.0,28.518,4
2077,CA-2017-140676,2017-09-12,1133,82,271,1250,39.9,5,0.0,19.95,3
2078,CA-2017-140676,2017-09-12,1133,82,271,386,90.86,7,0.0,26.3494,3
2079,CA-2017-140676,2017-09-12,1133,82,271,1256,94.85,5,0.0,45.528,3
2080,CA-2015-120103,2015-12-24,588,537,16,1098,106.232,7,0.2,37.1812,5
2081,CA-2015-120103,2015-12-24,588,537,16,1758,111.984,2,0.2,11.1984,5
2082,CA-2015-120103,2015-12-24,588,537,16,240,7.712,2,0.2,1.7352,5
2083,CA-2017-104647,2017-02-23,954,150,64,1190,37.44,6,0.0,16.848,6
2084,CA-2014-110352,2014-11-23,270,256,522,997,23.68,2,0.2,8.88,6
2085,CA-2016-140501,2016-06-23,743,339,390,991,122.12,4,0.0,56.1752,5
2086,CA-2016-140501,2016-06-23,743,339,390,948,18.45,5,0.0,8.6715,5
2087,CA-2016-140501,2016-06-23,743,339,390,1293,324.9,5,0.0,38.988,5
2088,CA-2016-140501,2016-06-23,743,339,390,1205,146.73,3,0.0,68.9631,5
2089,CA-2016-140501,2016-06-23,743,339,390,938,3.96,2,0.0,1.4652,5
2090,CA-2015-139290,2015-10-26,533,549,79,999,5.76,2,0.0,2.6496,4
2091,CA-2017-166142,2017-07-15,1080,525,140,805,26.55,3,0.0,13.0095,4
2092,CA-2017-166142,2017-07-15,1080,525,140,372,310.443,3,0.3,-48.7839,4
2093,CA-2014-145926,2014-11-17,264,533,320,123,479.9,5,0.0,81.583,4
2094,CA-2015-149678,2015-04-13,376,61,377,1452,12.88,1,0.0,0.3864,2
2095,US-2015-164357,2015-11-25,560,685,416,509,13.12,5,0.2,1.476,4
2096,US-2016-146570,2016-05-15,707,705,328,708,511.84,8,0.0,240.5648,5
2097,US-2016-146570,2016-05-15,707,705,328,624,91.96,4,0.0,25.7488,5
2098,US-2016-146570,2016-05-15,707,705,328,602,8.34,3,0.0,2.1684,5
2099,CA-2017-124401,2017-09-07,1128,636,454,1312,37.68,3,0.2,2.355,5
2100,CA-2017-124401,2017-09-07,1128,636,454,1544,279.944,7,0.2,80.4839,5
2101,US-2014-140116,2014-03-10,49,445,117,1294,636.408,3,0.2,-15.9102,7
2102,US-2014-140116,2014-03-10,49,445,117,504,83.168,4,0.2,9.3564,7
2103,CA-2014-123295,2014-07-18,157,30,20,91,259.136,4,0.2,-25.9136,0
2104,CA-2017-167101,2017-03-24,979,93,390,1045,221.92,4,0.0,106.5216,4
2105,CA-2017-167101,2017-03-24,979,93,390,1491,26.0,2,0.0,11.7,4
2106,US-2014-167633,2014-09-30,219,120,144,1282,15.552,3,0.2,5.4432,5
2107,US-2014-152723,2014-09-26,215,323,532,775,0.876,1,0.8,-1.4016,0
2108,CA-2015-164882,2015-10-31,537,688,81,1025,19.98,1,0.0,9.3906,0
2109,CA-2015-164882,2015-10-31,537,688,81,827,398.352,3,0.2,124.485,0
2110,CA-2015-164882,2015-10-31,537,688,81,617,5.04,3,0.0,1.26,0
2111,CA-2015-164882,2015-10-31,537,688,81,907,17.45,5,0.0,8.027,0
2112,CA-2015-164882,2015-10-31,537,688,81,121,323.136,4,0.2,20.196,0
2113,CA-2015-164882,2015-10-31,537,688,81,1449,29.7,3,0.0,8.019,0
2114,CA-2015-164882,2015-10-31,537,688,81,1733,1295.84,4,0.2,145.782,0
2115,CA-2015-164882,2015-10-31,537,688,81,1397,46.84,2,0.0,12.6468,0
2116,CA-2015-164882,2015-10-31,537,688,81,19,425.833,1,0.15,20.0392,0
2117,CA-2015-159786,2015-10-12,521,647,393,327,209.67,1,0.4,-13.978,5
2118,CA-2016-130267,2016-09-19,821,725,100,1158,159.88,7,0.0,73.5448,4
2119,CA-2017-155460,2017-04-13,998,662,587,1172,5.28,1,0.0,2.376,2
2120,CA-2017-155460,2017-04-13,998,662,587,763,895.92,5,0.2,302.373,2
2121,US-2017-168690,2017-01-07,920,761,164,644,2.808,3,0.7,-1.9656,6
2122,CA-2017-158246,2017-11-09,1187,341,101,101,215.976,3,0.2,-2.6997,2
2123,CA-2017-167381,2017-09-22,1143,261,300,16,241.96,2,0.0,41.1332,2
2124,CA-2017-167381,2017-09-22,1143,261,300,946,27.72,9,0.0,13.3056,2
2125,CA-2017-144862,2017-12-01,1209,261,464,878,104.68,5,0.2,35.3295,4
2126,CA-2017-144862,2017-12-01,1209,261,464,1709,62.958,7,0.4,9.4437,4
2127,CA-2014-126032,2014-06-23,137,108,464,1462,86.376,3,0.2,1.0797,5
2128,CA-2015-134859,2015-10-04,515,383,464,265,64.944,3,0.2,6.4944,5
2129,CA-2015-134859,2015-10-04,515,383,464,1097,20.736,4,0.2,7.2576,5
2130,US-2014-114188,2014-05-20,108,640,354,379,33.28,4,0.0,9.3184,2
2131,US-2014-114188,2014-05-20,108,640,354,621,38.52,9,0.0,11.9412,2
2132,US-2014-114188,2014-05-20,108,640,354,140,139.86,7,0.0,60.1398,2
2133,CA-2015-156524,2015-11-20,555,218,390,1237,19.65,3,0.0,9.039,6
2134,CA-2015-122210,2015-11-30,565,788,464,782,152.991,3,0.7,-122.3928,4
2135,CA-2015-122210,2015-11-30,565,788,464,901,10.584,7,0.2,-2.3814,4
2136,CA-2015-122210,2015-11-30,565,788,464,1788,94.92,4,0.4,15.82,4
2137,CA-2015-156377,2015-12-31,595,741,518,221,14.76,5,0.6,-11.439,5
2138,CA-2015-156377,2015-12-31,595,741,518,759,3.656,4,0.8,-5.8496,5
2139,US-2017-157896,2017-11-16,1194,127,390,1251,146.82,3,0.0,73.41,0
2140,CA-2014-159520,2014-06-06,123,311,387,799,149.544,9,0.2,50.4711,5
2141,CA-2014-159520,2014-06-06,123,311,387,1434,17.14,2,0.0,4.4564,5
2142,CA-2014-159520,2014-06-06,123,311,387,353,991.764,3,0.4,-347.1174,5
2143,CA-2016-155481,2016-09-01,804,216,464,1277,30.48,6,0.2,9.906,4
2144,CA-2016-155481,2016-09-01,804,216,464,1763,23.988,2,0.4,-4.7976,4
2145,CA-2016-155481,2016-09-01,804,216,464,926,16.688,7,0.2,5.4236,4
2146,US-2016-152051,2016-06-25,745,762,466,100,422.058,3,0.3,-18.0882,4
2147,US-2016-152051,2016-06-25,745,762,466,838,38.088,4,0.7,-27.9312,4
2148,US-2016-152051,2016-06-25,745,762,466,1353,254.352,6,0.2,-50.8704,4
2149,CA-2014-141607,2014-12-12,288,788,42,281,43.31,1,0.0,4.331,5
2150,CA-2017-102771,2017-03-31,986,228,390,1730,84.95,5,0.0,22.087,5
2151,US-2017-139969,2017-11-19,1197,17,507,79,233.058,3,0.3,-53.2704,7
2152,CA-2014-167360,2014-11-24,271,623,336,1508,111.79,7,0.0,43.5981,5
2153,CA-2015-123505,2015-11-22,557,49,290,1177,14.94,3,0.0,7.0218,4
2154,CA-2016-117282,2016-07-14,760,234,390,805,14.16,2,0.2,5.133,4
2155,US-2016-120460,2016-04-30,694,83,511,318,22.608,3,0.6,-10.1736,5
2156,CA-2016-111115,2016-07-25,771,449,64,910,21.48,6,0.0,10.74,2
2157,CA-2014-124646,2014-06-22,136,239,319,1329,501.81,3,0.0,0.0,2
2158,CA-2014-124646,2014-06-22,136,239,319,1341,161.94,3,0.0,9.7164,2
2159,CA-2017-148166,2017-10-21,1169,567,149,634,17.856,4,0.2,2.0088,5
2160,CA-2016-159737,2016-09-03,806,173,202,816,8.808,3,0.8,-14.9736,6
2161,CA-2016-141019,2016-05-14,706,464,421,242,79.384,1,0.2,29.769,0
2162,CA-2016-101938,2016-01-07,600,241,72,592,34.58,1,0.0,10.0282,5
2163,CA-2017-166296,2017-03-13,970,428,65,1263,314.55,3,0.0,150.984,6
2164,CA-2016-154018,2016-10-13,842,318,527,1532,191.976,3,0.2,23.997,6
2165,CA-2016-154018,2016-10-13,842,318,527,1057,8.288,2,0.2,3.0044,6
2166,CA-2016-154018,2016-10-13,842,318,527,257,139.92,5,0.6,-150.414,6
2167,CA-2016-154018,2016-10-13,842,318,527,544,15.872,1,0.2,1.1904,6
2168,CA-2016-154018,2016-10-13,842,318,527,808,6.286,7,0.8,-11.0005,6
2169,CA-2017-117870,2017-01-27,935,370,430,613,14.016,3,0.2,1.752,3
2170,CA-2017-117870,2017-01-27,935,370,430,1482,71.976,3,0.2,-8.997,3
2171,CA-2017-117870,2017-01-27,935,370,430,1824,107.982,3,0.4,-26.9955,3
2172,US-2017-137491,2017-11-19,1197,453,542,128,305.312,2,0.3,-8.7232,6
2173,CA-2014-152296,2014-08-01,168,337,91,826,19.752,3,0.2,6.9132,2
2174,CA-2016-112025,2016-07-30,774,473,522,734,9.264,3,0.8,-13.896,5
2175,CA-2015-132507,2015-07-30,463,136,522,1325,61.792,4,0.2,6.1792,4
2176,CA-2016-125738,2016-10-15,844,583,557,1071,45.68,2,0.0,21.0128,6
2177,CA-2016-125738,2016-10-15,844,583,557,1197,60.12,9,0.0,28.8576,6
2178,CA-2016-125738,2016-10-15,844,583,557,702,41.72,5,0.2,13.0375,6
2179,CA-2016-125738,2016-10-15,844,583,557,1107,71.6,8,0.0,32.936,6
2180,CA-2016-128818,2016-05-07,700,147,390,651,85.232,7,0.2,30.8966,4
2181,CA-2016-128818,2016-05-07,700,147,390,997,44.4,3,0.0,22.2,4
2182,CA-2016-128818,2016-05-07,700,147,390,84,442.764,4,0.1,59.0352,4
