product_key,product_id,category,sub_category,product_name,product_price,rating_rate,rating_count
243,FUR-FU-10002960,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",10.99,1.9,100
244,FUR-FU-10002963,Furniture,Furnishings,"Master Caster Door Stop, Gray",12.99,3.6,145
245,FUR-FU-10003026,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Black",55.99,4.7,500
246,FUR-FU-10003039,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",29.95,2.9,340
247,FUR-FU-10003095,Furniture,Furnishings,"Linden 12"" Wall Clock With Oak Frame",55.99,4.7,500
248,FUR-FU-10003096,Furniture,Furnishings,"Master Giant Foot Doorstop, Safety Yellow",9.85,4.7,130
249,FUR-FU-10003142,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",999.99,2.2,140
250,FUR-FU-10003192,Furniture,Furnishings,Luxo Adjustable Task Clamp Lamp,9.85,4.7,130
251,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",22.3,4.1,259
252,FUR-FU-10003247,Furniture,Furnishings,36X48 HARDFLOOR CHAIRMAT,55.99,4.7,500
253,FUR-FU-10003268,Furniture,Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,29.95,2.9,340
254,FUR-FU-10003274,Furniture,Furnishings,Regeneration Desk Collection,64.0,3.3,203
255,FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame,15.99,2.1,430
256,FUR-FU-10003374,Furniture,Furnishings,Electrix Fluorescent Magnifier Lamps & Weighted Base,109.95,3.9,120
257,FUR-FU-10003394,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",15.99,2.1,430
258,FUR-FU-10003424,Furniture,Furnishings,Nu-Dell Oak Frame,109.95,3.9,120
259,FUR-FU-10003464,Furniture,Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock",999.99,2.2,140
260,FUR-FU-10003489,Furniture,Furnishings,Contemporary Borderless Frame,29.95,2.9,340
261,FUR-FU-10003535,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,12.99,3.6,145
262,FUR-FU-10003553,Furniture,Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",10.99,1.9,100
263,FUR-FU-10003577,Furniture,Furnishings,Nu-Dell Leatherette Frames,9.99,3.0,400
264,FUR-FU-10003601,Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",55.99,4.7,500
265,FUR-FU-10003623,Furniture,Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,",39.99,3.8,679
266,FUR-FU-10003664,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",109.95,3.9,120
267,FUR-FU-10003691,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",29.95,2.9,340
268,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",114.0,4.8,400
269,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,7.95,4.5,146
270,FUR-FU-10003731,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",999.99,2.2,140
271,FUR-FU-10003773,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,168.0,3.9,70
272,FUR-FU-10003798,Furniture,Furnishings,"Ultra Door Kickplate, 8""H x 34""W",168.0,3.9,70
273,FUR-FU-10003799,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",599.0,2.9,250
274,FUR-FU-10003806,Furniture,Furnishings,"Tenex Chairmat w/ Average Lip, 45"" x 53""",7.95,4.5,146
275,FUR-FU-10003829,Furniture,Furnishings,Stackable Trays,10.99,1.9,100
276,FUR-FU-10003832,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",22.3,4.1,259
277,FUR-FU-10003849,Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",109.95,3.9,120
278,FUR-FU-10003878,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",56.99,2.6,235
279,FUR-FU-10003919,Furniture,Furnishings,Eldon Executive Woodline II Cherry Finish Desk Accessories,109.95,3.9,120
280,FUR-FU-10003930,Furniture,Furnishings,Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,695.0,4.6,400
281,FUR-FU-10003975,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,29.95,2.9,340
282,FUR-FU-10003976,Furniture,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",7.95,4.5,146
283,FUR-FU-10003981,Furniture,Furnishings,Eldon Wave Desk Accessories,15.99,2.1,430
284,FUR-FU-10004006,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",55.99,4.7,500
285,FUR-FU-10004017,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",39.99,3.8,679
286,FUR-FU-10004018,Furniture,Furnishings,Tensor Computer Mounted Lamp,39.99,3.8,679
287,FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,114.0,4.8,400
288,FUR-FU-10004053,Furniture,Furnishings,DAX Two-Tone Silver Metal Document Frame,999.99,2.2,140
289,FUR-FU-10004071,Furniture,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,168.0,3.9,70
290,FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",55.99,4.7,500
291,FUR-FU-10004091,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",64.0,3.3,203
292,FUR-FU-10004093,Furniture,Furnishings,Hand-Finished Solid Wood Document Frame,695.0,4.6,400
293,FUR-FU-10004164,Furniture,Furnishings,"Eldon 300 Class Desk Accessories, Black",39.99,3.8,679
294,FUR-FU-10004188,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps,999.99,2.2,140
295,FUR-FU-10004245,Furniture,Furnishings,"Career Cubicle Clock, 8 1/4"", Black",55.99,4.7,500
296,FUR-FU-10004270,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",109.95,3.9,120
297,FUR-FU-10004306,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,12.99,3.6,145
298,FUR-FU-10004351,Furniture,Furnishings,Staple-based wall hangings,109.95,3.9,120
299,FUR-FU-10004415,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",55.99,4.7,500
300,FUR-FU-10004460,Furniture,Furnishings,"Howard Miller 12"" Round Wall Clock",9.85,4.7,130
301,FUR-FU-10004586,Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,109.0,2.9,470
302,FUR-FU-10004587,Furniture,Furnishings,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",55.99,4.7,500
303,FUR-FU-10004597,Furniture,Furnishings,Eldon Cleatmat Chair Mats for Medium Pile Carpets,10.99,1.9,100
304,FUR-FU-10004622,Furniture,Furnishings,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,999.99,2.2,140
305,FUR-FU-10004665,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",9.85,4.7,130
306,FUR-FU-10004666,Furniture,Furnishings,DAX Clear Channel Poster Frame,56.99,2.6,235
307,FUR-FU-10004671,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",22.3,4.1,259
308,FUR-FU-10004712,Furniture,Furnishings,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",109.0,2.9,470
309,FUR-FU-10004748,Furniture,Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",22.3,4.1,259
310,FUR-FU-10004845,Furniture,Furnishings,"Deflect-o EconoMat Nonstudded, No Bevel Mat",39.99,3.8,679
311,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",10.99,1.9,100
312,FUR-FU-10004864,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",109.95,3.9,120
313,FUR-FU-10004904,Furniture,Furnishings,"Eldon ""L"" Workstation Diamond Chairmat",64.0,3.3,203
314,FUR-FU-10004909,Furniture,Furnishings,Contemporary Wood/Metal Frame,109.0,4.8,319
315,FUR-FU-10004952,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",29.95,2.9,340
316,FUR-FU-10004960,Furniture,Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case",9.99,3.0,400
317,FUR-FU-10004963,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",109.0,2.9,470
318,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,55.99,4.7,500
319,FUR-TA-10000198,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,9.85,4.7,130
320,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,599.0,2.9,250
321,FUR-TA-10000617,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",9.99,3.0,400
322,FUR-TA-10000688,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",15.99,2.1,430
323,FUR-TA-10000849,Furniture,Tables,Bevis Rectangular Conference Tables,599.0,2.9,250
324,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,12.99,3.6,145
325,FUR-TA-10001086,Furniture,Tables,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",109.95,3.9,120
326,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,10.99,1.9,100
327,FUR-TA-10001307,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",999.99,2.2,140
328,FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",29.95,2.9,340
329,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,999.99,2.2,140
330,FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,114.0,4.8,400
331,FUR-TA-10001691,Furniture,Tables,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",7.95,4.5,146
332,FUR-TA-10001705,Furniture,Tables,Bush Advantage Collection Round Conference Table,56.99,2.6,235
333,FUR-TA-10001768,Furniture,Tables,Hon Racetrack Conference Tables,22.3,4.1,259
334,FUR-TA-10001771,Furniture,Tables,"Bush Cubix Conference Tables, Fully Assembled",22.3,4.1,259
335,FUR-TA-10001857,Furniture,Tables,Balt Solid Wood Rectangular Table,7.95,4.5,146
336,FUR-TA-10001866,Furniture,Tables,Bevis Round Conference Room Tables and Bases,39.99,3.8,679
337,FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,12.99,3.6,145
338,FUR-TA-10001932,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",109.0,2.9,470
339,FUR-TA-10001950,Furniture,Tables,Balt Solid Wood Round Tables,168.0,3.9,70
340,FUR-TA-10002041,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",56.99,2.6,235
341,FUR-TA-10002228,Furniture,Tables,"Bevis Traditional Conference Table Top, Plinth Base",109.0,4.8,319
342,FUR-TA-10002356,Furniture,Tables,Bevis Boat-Shaped Conference Table,695.0,4.6,400
343,FUR-TA-10002530,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",109.95,3.9,120
344,FUR-TA-10002533,Furniture,Tables,BPI Conference Tables,10.99,1.9,100
345,FUR-TA-10002607,Furniture,Tables,KI Conference Tables,114.0,4.8,400
346,FUR-TA-10002622,Furniture,Tables,"Bush Andora Conference Table, Maple/Graphite Gray Finish",114.0,4.8,400
347,FUR-TA-10002645,Furniture,Tables,Hon Rectangular Conference Tables,695.0,4.6,400
348,FUR-TA-10002774,Furniture,Tables,Laminate Occasional Tables,9.99,3.0,400
349,FUR-TA-10002855,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,15.99,2.1,430
350,FUR-TA-10002903,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",168.0,3.9,70
351,FUR-TA-10002958,Furniture,Tables,"Bevis Oval Conference Table, Walnut",599.0,2.9,250
352,FUR-TA-10003008,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",12.99,3.6,145
353,FUR-TA-10003238,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",56.99,2.6,235
354,FUR-TA-10003392,Furniture,Tables,Global Adaptabilities Conference Tables,55.99,4.7,500
355,FUR-TA-10003469,Furniture,Tables,Balt Split Level Computer Training Table,10.99,1.9,100
356,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,12.99,3.6,145
357,FUR-TA-10003569,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,29.95,2.9,340
358,FUR-TA-10003715,Furniture,Tables,Hon 2111 Invitation Series Corner Table,599.0,2.9,250
359,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,9.85,4.7,130
360,FUR-TA-10003837,Furniture,Tables,Anderson Hickey Conga Table Tops & Accessories,109.0,2.9,470
361,FUR-TA-10003954,Furniture,Tables,Hon 94000 Series Round Tables,7.95,4.5,146
362,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,39.99,3.8,679
363,FUR-TA-10004147,Furniture,Tables,Hon 4060 Series Tables,7.95,4.5,146
364,FUR-TA-10004152,Furniture,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",695.0,4.6,400
365,FUR-TA-10004154,Furniture,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",64.0,3.3,203
366,FUR-TA-10004175,Furniture,Tables,"Hon 30"" x 60"" Table with Locking Drawer",114.0,4.8,400
367,FUR-TA-10004256,Furniture,Tables,Bretford Just In Time Height-Adjustable Multi-Task Work Tables,109.95,3.9,120
368,FUR-TA-10004289,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,109.95,3.9,120
369,FUR-TA-10004442,Furniture,Tables,Riverside Furniture Stanwyck Manor Table Series,56.99,2.6,235
370,FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables,22.3,4.1,259
371,FUR-TA-10004575,Furniture,Tables,Hon 5100 Series Wood Tables,29.95,2.9,340
372,FUR-TA-10004607,Furniture,Tables,Hon 2111 Invitation Series Straight Table,10.99,1.9,100
373,FUR-TA-10004619,Furniture,Tables,Hon Non-Folding Utility Tables,599.0,2.9,250
374,FUR-TA-10004767,Furniture,Tables,Safco Drafting Table,109.95,3.9,120
375,FUR-TA-10004915,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",29.95,2.9,340
376,OFF-AP-10000026,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,9.99,3.0,400
377,OFF-AP-10000027,Office Supplies,Appliances,Hoover Commercial SteamVac,695.0,4.6,400
378,OFF-AP-10000055,Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge,55.99,4.7,500
379,OFF-AP-10000124,Office Supplies,Appliances,Acco 6 Outlet Guardian Basic Surge Suppressor,114.0,4.8,400
380,OFF-AP-10000159,Office Supplies,Appliances,Belkin F9M820V08 8 Outlet Surge,29.95,2.9,340
381,OFF-AP-10000179,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,7.95,4.5,146
382,OFF-AP-10000240,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,695.0,4.6,400
383,OFF-AP-10000252,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,999.99,2.2,140
384,OFF-AP-10000275,Office Supplies,Appliances,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",695.0,4.6,400
385,OFF-AP-10000326,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,56.99,2.6,235
386,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,39.99,3.8,679
387,OFF-AP-10000390,Office Supplies,Appliances,Euro Pro Shark Stick Mini Vacuum,999.99,2.2,140
388,OFF-AP-10000576,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster II,12.99,3.6,145
389,OFF-AP-10000595,Office Supplies,Appliances,Disposable Triple-Filter Dust Bags,695.0,4.6,400
390,OFF-AP-10000692,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,114.0,4.8,400
391,OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,29.95,2.9,340
392,OFF-AP-10000804,Office Supplies,Appliances,Hoover Portapower Portable Vacuum,29.95,2.9,340
393,OFF-AP-10000828,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,9.99,3.0,400
394,OFF-AP-10000891,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,15.99,2.1,430
395,OFF-AP-10000938,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,109.95,3.9,120
396,OFF-AP-10001005,Office Supplies,Appliances,Honeywell Quietcare HEPA Air Cleaner,695.0,4.6,400
397,OFF-AP-10001058,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,109.0,2.9,470
398,OFF-AP-10001124,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,695.0,4.6,400
399,OFF-AP-10001154,Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,15.99,2.1,430
400,OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,22.3,4.1,259
401,OFF-AP-10001242,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,12.99,3.6,145
402,OFF-AP-10001271,Office Supplies,Appliances,Eureka The Boss Cordless Rechargeable Stick Vac,109.0,2.9,470
403,OFF-AP-10001293,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,7.95,4.5,146
404,OFF-AP-10001303,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",109.95,3.9,120
405,OFF-AP-10001366,Office Supplies,Appliances,Staple holder,695.0,4.6,400
406,OFF-AP-10001391,Office Supplies,Appliances,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,599.0,2.9,250
407,OFF-AP-10001394,Office Supplies,Appliances,Harmony Air Purifier,15.99,2.1,430
408,OFF-AP-10001469,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,29.95,2.9,340
409,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",29.95,2.9,340
410,OFF-AP-10001563,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,22.3,4.1,259
411,OFF-AP-10001564,Office Supplies,Appliances,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,39.99,3.8,679
412,OFF-AP-10001626,Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",12.99,3.6,145
413,OFF-AP-10001634,Office Supplies,Appliances,Hoover Commercial Lightweight Upright Vacuum,114.0,4.8,400
414,OFF-AP-10001947,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,9.85,4.7,130
415,OFF-AP-10001962,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,55.99,4.7,500
416,OFF-AP-10002082,Office Supplies,Appliances,Holmes HEPA Air Purifier,109.95,3.9,120
417,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",109.95,3.9,120
418,OFF-AP-10002191,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,7.95,4.5,146
419,OFF-AP-10002203,Office Supplies,Appliances,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,109.0,4.8,319
420,OFF-AP-10002222,Office Supplies,Appliances,Staple holder,695.0,4.6,400
421,OFF-AP-10002287,Office Supplies,Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",114.0,4.8,400
422,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",55.99,4.7,500
423,OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,109.95,3.9,120
424,OFF-AP-10002403,Office Supplies,Appliances,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,109.95,3.9,120
425,OFF-AP-10002439,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,10.99,1.9,100
426,OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",109.0,2.9,470
427,OFF-AP-10002472,Office Supplies,Appliances,3M Office Air Cleaner,109.0,4.8,319
428,OFF-AP-10002495,Office Supplies,Appliances,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",114.0,4.8,400
429,OFF-AP-10002518,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,599.0,2.9,250
430,OFF-AP-10002534,Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator,114.0,4.8,400
431,OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",999.99,2.2,140
432,OFF-AP-10002651,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,22.3,4.1,259
433,OFF-AP-10002670,Office Supplies,Appliances,Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,7.95,4.5,146
434,OFF-AP-10002684,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",9.85,4.7,130
435,OFF-AP-10002734,Office Supplies,Appliances,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,55.99,4.7,500
436,OFF-AP-10002765,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,39.99,3.8,679
437,OFF-AP-10002867,Office Supplies,Appliances,Fellowes Command Center 5-outlet power strip,10.99,1.9,100
438,OFF-AP-10002892,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,109.0,2.9,470
439,OFF-AP-10002906,Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,22.3,4.1,259
440,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,7.95,4.5,146
441,OFF-AP-10002998,Office Supplies,Appliances,Holmes 99% HEPA Air Purifier,64.0,3.3,203
442,OFF-AP-10003040,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,9.99,3.0,400
443,OFF-AP-10003057,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,15.99,2.1,430
444,OFF-AP-10003099,Office Supplies,Appliances,"Eureka Hand Vacuum, Bagless",9.85,4.7,130
445,OFF-AP-10003217,Office Supplies,Appliances,Eureka Sanitaire  Commercial Upright,599.0,2.9,250
446,OFF-AP-10003266,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",109.0,4.8,319
447,OFF-AP-10003278,Office Supplies,Appliances,Belkin 7-Outlet SurgeMaster Home Series,15.99,2.1,430
448,OFF-AP-10003281,Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor,15.99,2.1,430
449,OFF-AP-10003287,Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,109.0,2.9,470
450,OFF-AP-10003590,Office Supplies,Appliances,Hoover WindTunnel Plus Canister Vacuum,695.0,4.6,400
451,OFF-AP-10003622,Office Supplies,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",64.0,3.3,203
452,OFF-AP-10003779,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,55.99,4.7,500
453,OFF-AP-10003842,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum,39.99,3.8,679
454,OFF-AP-10003849,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,55.99,4.7,500
455,OFF-AP-10003860,Office Supplies,Appliances,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,29.95,2.9,340
456,OFF-AP-10003884,Office Supplies,Appliances,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",15.99,2.1,430
457,OFF-AP-10003914,Office Supplies,Appliances,"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",9.85,4.7,130
458,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,39.99,3.8,679
459,OFF-AP-10004036,Office Supplies,Appliances,Bionaire 99.97% HEPA Air Cleaner,9.99,3.0,400
460,OFF-AP-10004052,Office Supplies,Appliances,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",695.0,4.6,400
461,OFF-AP-10004136,Office Supplies,Appliances,Kensington 6 Outlet SmartSocket Surge Protector,114.0,4.8,400
462,OFF-AP-10004233,Office Supplies,Appliances,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,39.99,3.8,679
463,OFF-AP-10004249,Office Supplies,Appliances,Staple holder,599.0,2.9,250
464,OFF-AP-10004336,Office Supplies,Appliances,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",55.99,4.7,500
465,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,64.0,3.3,203
466,OFF-AP-10004532,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,39.99,3.8,679
467,OFF-AP-10004540,Office Supplies,Appliances,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",39.99,3.8,679
468,OFF-AP-10004655,Office Supplies,Appliances,"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",12.99,3.6,145
469,OFF-AP-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,29.95,2.9,340
470,OFF-AP-10004785,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",599.0,2.9,250
471,OFF-AP-10004859,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,7.95,4.5,146
472,OFF-AP-10004868,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,39.99,3.8,679
473,OFF-AP-10004980,Office Supplies,Appliances,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,15.99,2.1,430
474,OFF-AR-10000034,Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",114.0,4.8,400
475,OFF-AR-10000122,Office Supplies,Art,Newell 314,64.0,3.3,203
476,OFF-AR-10000127,Office Supplies,Art,Newell 321,7.95,4.5,146
477,OFF-AR-10000203,Office Supplies,Art,Newell 336,114.0,4.8,400
478,OFF-AR-10000246,Office Supplies,Art,Newell 318,64.0,3.3,203
479,OFF-AR-10000255,Office Supplies,Art,Newell 328,9.99,3.0,400
